word_id,letter,word_en,approved_word_dv,transliteration,pronounciation,morphemes,meaning_id,meaning_text,word_en_meaning
1909,ހ,none,ހިޔަހެމި,,,,25766,އަންހެނާ.,
1909,ހ,none,ހިޔަހެމި,,,,25767,ހިތްހެޔޮ އަންހެނާ.,
1910,ހ,none,ހިޔަނި,,,,26616,އަލީގައި ހުންނަ އެއްޗިއްސާއި ގުޅިގެން އެ އެއްޗެއްގެ ސިފައިގާ ހުންނަ އަނދިރި ފަށް. މި ހުންނާނީ އަލިހުންނަ ފަރާތް ނޫން އަނެއް ފަރާތުގައެވެ.,
1910,ހ,none,ހިޔަނި,,,,26618,ކޮންމެ އެއްޗެއްމެ އަވީގައި ނުވަތަ އަލީގައި ހުރީމާ އެ އެއްޗަކުން އަނެއް ފަރާތަށް ގޮސްފައި ހުންނަ އަނދިރި.,
1910,ހ,none,ހިޔަނި,,,,26620,މޫނުބަލާ ލޯގަނޑުފަދަ ތަކެތީން އެ ފެންނަ ސޫރަ.,
1910,ހ,none,ހިޔަނި,,,,26622,އެންދަމާދަލުގެ ވަށައިގެން ކައިރީގައި ތަންކޮޅެއް ގޮޅި ބޮޑެތިކޮށް ބަނދެފައި އޮންނަތަން.,
1910,ހ,none,ހިޔަނި,,,,26623,ލޯގަނޑެއްފަދަ އެއްޗަކަށް އަލި އެޅުނީމާ އެއިން އަނބުރާ ފޮނުވައިދޭ އަލި.,
1911,ހ,none,ހިޔަނިއެރުން,,,,26638,ހިޔަނިއެޅުން.,
1912,ހ,none,ހިޔަނިއެޅުން,,,,26657,އެއްޗެއްގެ އަނދިރި އަނެކައްޗަކަށް އެރުން.,
1912,ހ,none,ހިޔަނިއެޅުން,,,,26658,މީހެއްގެ އަނދިރި، ނުވަތަ އެއްޗެއްގެ އަނދިރި މީހަކަށް އުނދަގޫ ވާ ގޮތަށް ފޯރުން.,
1912,ހ,none,ހިޔަނިއެޅުން,,,,26659,މޫނުބަލާ ލޯގަނޑު ފަދަ އެއްޗެއް މެދުވެރިކޮށްގެން ތަނަކަށް ނުވަތަ އެއްޗަކަށް އަލިއެރުވުން.,
1912,ހ,none,ހިޔަނިއެޅުން,,,,26660,ފެންގަނޑެއްގެ ތެރެއިން ނުވަތަ މޫނުބަލާ ލޯގަނޑެއް ފަދަ އެއްޗަކުން މީހެއްގެ ނުވަތަ އެއްޗެއްގެ ސޫރަ ފެންނާން ހުރުން.,
1913,ހ,none,ހިޔަނިފިލާކޮޅު,,,,26790,މީހާ ވަޅުލުމަށް ފަހު ތާރީޚު ލިޔެފައި މަހާނައި ގައި ޖަހާ ފިލާކޮޅު.,
1914,ހ,none,ހިޔަނިފުޅު,,,,26815,ވަކިބޭފުޅަކަށް ހެދިގެން އުޅޭ މީހާ.,
1915,ހ,none,ހިޔަނިދައު,,,,26832,ގޮޅިދެރަވަރަށް ބަންނަ އެންދަމާ ދަލުގެ ހަތަރު ފަރާތުގައި މެދުތެރެއަށްވުރެން ގޮޅި ނުވަތަ މަޅި ބޮޑުކޮށް އޮންނަ ބައި.,
1916,ހ,none,ހިޔަނިދާ,,,,26853,ހިޔަނިދައު.,
1917,ހ,none,ހިޔަނިލުން,,,,26872,ދަލުގައި ހިޔަނި ހަރުކުރުން.,
1917,ހ,none,ހިޔަނިލުން,,,,26873,އަކުރާއި ކުރެހުމުގެ ކައިރީގައި އޭގެ ހިޔަނި ހުންނަ ގޮތަށް ފެވުން.,
1918,ހ,none,ހިޔަނިގައު,,,,26884,ވަގުތު ގަލުގެ މަތީގައި ހިޔަނި ބަލަން ޖަހައި ފައި ހުންނަ ގައު.,
1919,ހ,none,ހިޔަނިގާ,,,,26903,ހިޔަނިގައު.,
1920,ހ,none,ހިޔަންޏަށް މުޑި ނުނަގާށޭ,,,,27533,ކަމަކަށް ނުވާ ކަހަލަ ކަމަކާ މެދު ބިރުނުގަތުމަށާއި އެއްވެސް ޙަގީގަތެއް ނެތް ކަންކަމާ ޖެހިލުންވުން ދޫކޮށްލުމަށް ބުނެއުޅޭ ބަހެއް.,
1921,ހ,none,ހިޔަންޏަށް މުޑިނެގުން,,,,27240,ބައެއް ޖަނަވާރު ހިޔަންޏެއް ފެނިގެން އެއީ އަސްލޭ ހީކޮށް އެއާ ދިމާއަށް މުޑިނެގުން.,
1921,ހ,none,ހިޔަންޏަށް މުޑިނެގުން,,,,27241,ކަމެއް ޙާސިލުވެދާނޭކަމަށް ހީކޮށް އޭގެ އަސްލެއްނެތި އެކަމެއް ލިބިއްޖެނަމަ ކުރަންވީ ކަންތައްތައް ހޯދައި، މީހުން ހިނިއަންނަ ދަރަޖައަށް އެކަމައިގެން އުޅުން.,
1922,ހ,none,ހިޔަޅިތުރަ,,,,27148,އަންހެނާ.,
1923,ހ,none,ހިޔަރަކާތްދުވަސް,,,,27164,ޝަޢުބާން މަހުގެ ފަނަރަވަނަ ދުވަސް.,
1924,ހ,none,ހިޔަރަކާތް މަސް,,,,27707,ޝައުބާން މަސް. އެއީ މި މަހުގެ ފަނަރަވަނަ ދުވަހަކީ ހިޔަރަކާތް ދުވަސް ކަމަށްވާތީ އެ ދުވަހަށް ނިސްބަތްކޮށެވެ.,
1925,ހ,none,ހިޔަރި,,,,27119,ކަނބުރުންގެ ބޮޑު މުށި.,
1926,ހ,none,ހިޔަރިންޖެހުން,,,,27744,ދަގަނޑުތަޅާ މީހާ ދޮންކޮށްފައިވާ ބޮޑެތި ދަގަނޑު ގަނޑުގައި އަނެކަކު ބޮޑުމުށިން ޖެހުން.,
1927,ހ,none,ހިޔަޅު,,,,27765,ހަށިގަނޑު ބުޅަލެއްވަރު ވާ ޖަންގަލީ ޖަނަވާރެއް. މިއީ ވަރަށް މަކަރުވެރި އެއްޗެކެވެ.,
1928,ހ,none,ހިޔައު,,,,27123,ހިޔާ.,
1929,ހ,none,ހިޔައުއެޅުން,,,,27786,ވިލާގަނޑެއްގެ ނުވަތަ އުދުހޭ އެއްޗެއްގެ ހިޔަނި އެރުން.,
1929,ހ,none,ހިޔައުއެޅުން,,,,27787,ވެރިއެއްގެ އެހީތެރިކަމާއި ރައްކާތެރިކަން ލިބުން.,
1930,ހ,none,ހިޔައުއެރުން,,,,27802,ވިލާގަނޑުގެ ނުވަތަ ގަސްގަހާއި ގޭގެ ފަދަ ތަންތާނގެ ހިޔަނި އެރުން.,
1930,ހ,none,ހިޔައުއެރުން,,,,27803,ހަވީރުވެގެން ގޮސް ރަށުތެރެއަށް ހިޔާފެތުރުން.,
1931,ހ,none,ހިޔައުކުރުން,,,,27236,އަވިން ނުވަތަ ވާރެއިން ނިވާކުރުން.,
1931,ހ,none,ހިޔައުކުރުން,,,,27237,"""ނިވާކުރުން"" މި ބަސް އާންމުކޮށް ބޭނުން ކުރަނީ އޮރިޔާން ނިވައިކުރުމަށެވެ.",
1932,ހ,none,ހިޔައުވަހިކަން,,,,27842,ހިޔައުކަން.,
1932,ހ,none,ހިޔައުވަހިކަން,,,,27843,ރައްކައުތެރިކަން ލިބިފައިވާކަން.,
1933,ހ,none,ހިޔައުވުން,,,,28329,ވާރެޔާ، އަވިން ރައްކައުތެރިވުން.,
1934,ހ,none,ހިޔައުވަހި,,,,28345,ހިޔައުކަން ލިބިފައިވާތަން.,
1934,ހ,none,ހިޔައުވަހި,,,,28346,ރައްކައުތެރިކަން.,
1934,ހ,none,ހިޔައުވަހި,,,,28347,ގެދޮރު.,
1935,ހ,none,ހިޔައުގަނޑު,,,,28363,ހިޔައުއެޅިފައިވާ ތަން.,
1935,ހ,none,ހިޔައުގަނޑު,,,,28364,އޮޑި ދޯނިފަހަރުގައި ހިޔަކުރަން ހަދާފައި ހުންނަގެ.,
1936,ހ,none,ހިޔަވިހާ,,,,28380,އިރުވައިގެ ހަވަނަ ނަކަތް. މި ނަކަތް އޮންނަނީ ފެބްރުވަރީ 14އިން 26ގެ ނިޔަލަށެވެ. މިއީ ކަނޑު މަޑު، އަވި ގަދަ ދުވަސްވަރެކެވެ. އާންމު ގޮތެއްގައި ވައިޖެހޭނީ އިރުއުތުރުންނެވެ. ކަނޑުތަކުގައި އިރުވައި އޮއި ވެސް މި ނަކަތުގައި މަޑުވާނެއެވެ. ރާއްޖެއަށް މަސްއައިންތައް މި މޫސުމުގައި ގޮނޑުވާން ފަށާނެއެވެ.,
1937,ހ,none,ހިޔަމަ,,,,29138,ބަނޑުދޮށް ނޫން ހުރިހާގޮތަކުން ވަރަށް މުރަނަ، ތޫނުދިގު ކަށިތަކެއް ފަޅައިފައިވާ މޫދުގެ ދިރޭ އެއްޗެއް.,
1937,ހ,none,ހިޔަމަ,,,,29139,ފަކުރު.,
1937,ހ,none,ހިޔަމަ,,,,29140,ކަށިތެލި.,
1938,ހ,none,ހިޔަމަހައު,,,,29154,އިދިކުކުޅުގެ ހައު.,
1939,ހ,none,ހިޔަމަހީވުން,,,,29173,ފަކުރުގަތުން.,
1940,ހ,thorny oyster,ހިޔަމަ ރިނދަލި,,,,29189,ރިނދަލީގެ ބާވަތެއް. މި ރިނދަލީ ގައި ހުންނަނީ ނުސާފު ހުދުކުލަ އެކެވެ. ރިނދަލީގެ ބޭރުގައި ދިގު ފައިކަށިތަކެއް ހެން އެކިވަރުގެ އުންތަކެއް ހުރެއެވެ.,thorny oyster
1941,ހ,none,ހިޔަމަކުކުޅު,,,,29208,އިދިކުކުޅު.,
1942,ހ,none,ހިޔަމަފޮށި,,,,29228,މާކަނާ ފޮށި.,
1943,ހ,none,ހިޔަމިތުރަ,,,,29248,އަންހެނާ.,
1944,ހ,none,ހިޔަމިތުރު,,,,29846,ހިތާވެގެން އުޅޭ އަންހެން ކުއްޖާ.,
1944,ހ,none,ހިޔަމިތުރު,,,,29847,ރައްޓެހިވެގެން އުޅޭ އަންހެން ކުއްޖާ.,
1945,ހ,none,ހިޔަމެދު,,,,29872,ހިތް.,
1946,ހ,none,ހިޔަމެތުރު,,,,29894,އަންހެނެއް.,
1947,ހ,none,ހިޔަފަތި,,,,29908,ކެހެފަތް.,
1948,ހ,none,ހިޔަދެވިބޯ,,,,30179,ހިއަދެވިކަމަނާ ބޯ.,
1949,ހ,none,ހިޔަދެވިކަމަނާބޯ,,,,30200,ހިއަދެވިކަމަނާ ބޯ.,
1950,ހ,none,ހިޔަތޮނަ,,,,30224,ހިއަދެވިކަމަނާ ބޯ.,
1951,ހ,none,ހިޔަލަ,,,,30351,އަންހެނުންނަށް ކިޔާ ވަނަމެއް.,
1952,ހ,none,ހިޔަލާ,,,,30553,ފިޔަލަ.,
1953,ހ,shelter,ހިޔާ,,,,30573,ވާރެޔާއި އަވީން ރައްކާވެވޭ ތަންތަން.,
1953,ހ,shelter,ހިޔާ,,,,30574,އޮޑިދޯނިފަހަރުގެ ކުނބުކަތްޕާ ކުނބާ ދޭތެރޭ ދެފުރާޅުލައި، ހަދައިފައި ހުންނަ ގެ.,
1953,ހ,shelter,ހިޔާ,,,,30575,މީހެއްގެ ފަރާތުން ލިބޭ ރައްކާތެރިކަން.,
1953,ހ,shelter,ހިޔާ,,,,30576,އެހީތެރިކަން.,
1954,ހ,none,ހިޔާހެދުން,,,,30595,އޮޑިދޯނިފަހަރުގައި ވަގުތީގޮތުން ކުރާ ހިޔާ ތައްޔާރުކުރުން.,
1955,ހ,none,ހިޔާނެގުން,,,,30654,އޮޑިދޯނިފަހަރުގެ ހިޔާ ރޫޅައިލުން.,
1956,ހ,none,ހިޔާބޮޑު,,,,30700,ދުރުހިސާބަށް ހިޔާ ފެތުރިފައިވާ.,
1957,ހ,none,ހިޔާބޮޑުގަސް,,,,30716,ބޮޑުތަނަށް ހިޔާފެތުރިފައިވާ ގަސް.,
1957,ހ,none,ހިޔާބޮޑުގަސް,,,,30717,މީހުންނަށް ބޮޑަށް އެހީފޯރުވާ ތަނަވަސް މީހާ.,
1958,ހ,none,ހިޔާކުރުން,,,,30761,ހިޔައުކުރުން.,
1959,ހ,none,ހިޔާއެރުން,,,,30778,ހިޔައުއެރުން.,
1960,ހ,none,ހިޔާއެޅުން,,,,31133,ހިޔައުއެޅުން.,
1961,ހ,none,ހިޔާވަހި,,,,31242,ހިޔައުވަހި.,
1962,ހ,none,ހިޔާވަހިކަން,,,,31264,ހިޔައުވަހިކަން.,
1963,ހ,none,ހިޔާވުން,,,,31278,ހިޔައުވުން.,
1964,ހ,none,ހިޔާތޯވު,,,,31292,ރެދަންފަނި.,
1965,ހ,none,ހިޔާގަނޑު,,,,31322,ހިޔައުގަނޑު.,
1966,ހ,none,ހިޔުން,,,,31336,ތެޔޮފަދަ ތަކެތި ހޭނުން.,
1966,ހ,none,ހިޔުން,,,,31337,ރާކެއްކުން.,
1967,ހ,none,ހިޖުރަ,,,,31353,ސަލާމާއި ޞަލަވާތް ލެއްވި ރަސޫލުاللهގެފާނު މައްކާ ދޫކުރައްވައިފައި މަދީނާގައި ހުންނަވާން ވަޑައިގަތް ވަޑައިގަތުން.,
1967,ހ,none,ހިޖުރަ,,,,31354,ތިމާގެ އަމިއްލަ ރަށް ދޫކޮށްފައި، އެހެން ރަށެއްގައި ވަޒަންވެރިވުމަށް ޓަކައި އެ ރަށަކަށް ދާ ދިޔުން.,
1968,ހ,none,ހިޖުރަކުރުން,,,,31370,ތިމާގެ އަމިއްލަ ރަށްދޫކޮށް އެހެން ރަށަކަށް ވަޒަންވެރިވާން ދިޔުން.,
1969,ހ,none,ހިޖުރައޮޅުން,,,,31588,ހިޖުރައިންވީ ދުވަސް އޮޅުން.,
1969,ހ,none,ހިޖުރައޮޅުން,,,,31590,އެއްބަސްވީ ގޮތާ ޚިލާފަށް ކަން ހިނގާން ފެށީމާ ތިމާޔަށް އޮޅުން އެރުން.,
1969,ހ,none,ހިޖުރައޮޅުން,,,,31595,ހަދާނެ ނުހަދާނެ ގޮތެއް ނޭނގުން.,
1969,ހ,none,ހިޖުރައޮޅުން,,,,31597,މުސްކުޅި ވެގެން ގޯސްމަތިންލުން.,
1970,ހ,none,ހިޖުރީއަހަރު,,,,31646,ކީރިތި ރަސޫލާ ހިޖްރަކުރެއްވި އަހަރުން ފެށިގެން ޖަހަމުން އަންނަ ތާރީޚުގެ އަހަރު.,
1970,ހ,none,ހިޖުރީއަހަރު,,,,31647,ހަނދުމަހުގެ އަހަރު.,
1971,ހ,none,ހިޖުރީތާރީޚު,,,,31684,ކީރިތިރަސޫލާ މަދީނާއަށް ހިޖުރަކުރެއްވި އަހަރުން ފެށިގެން ޖަހާ ތާރީޚު.,
1972,ހ,none,ހީ,,,,31734,ޝައްކު.,
1972,ހ,none,ހީ,,,,31736,ކަށަވަރުކަމެއް ނެތި ހިތަށް އަރާ އެއްޗެހި.,
1972,ހ,none,ހީ,,,,31738,ފިނިކަމުން ހަށިގަނޑަށް ލިބޭ އުނދަގޫ.,
1973,ހ,none,ހީހަން,,,,31759,ތެޔޮހަން.,
1973,ހ,none,ހީހަން,,,,31760,މޭވާ ތަރުކާރީ ފަދަ އެއްޗެހީގެ ބޭރު ފަށަލަ. (އެންމެ ތުނި ފަށަލަ).,
1974,ހ,none,ހީހަންފޮޅުން,,,,31773,ތެޔޮހަން ކެނޑި ފާރުވާ ބަލިޖެހުން.,
1975,ހ,none,ހީހުން,,,,31790,ހުމެއްގެ ނަން. މި ހުން އަންނަނީ ވަރަށް ގަދަޔަށް ހީކަރުވައިފައެވެ. ހީ ފިލުމާއެކު އުދާސްކުރާން ފަށައެވެ. މި ހުން އަންނަ ވަގުތު ދާނީ ބަދަލުވަމުންނެވެ.,
1976,ހ,none,ހީށުން,,,,31806,ހުރުން.,
1977,ހ,none,ހީނ,,,,31829,ހުނުމަށްކުރާ އަމުރު.,
1977,ހ,none,ހީނ,,,,31831,ހޭނށޭ.,
1977,ހ,none,ހީނ,,,,31833,ދޯ.,
1978,ހ,none,ހީނހީނ,,,,31854,ހެމުން ހެމުން ގޮސް.,
1979,ހ,none,ހީނލުން,,,,31900,ކުޑަކޮށް ދަތް ފެންނަ ވަރަށް ހުނުން.,
1980,ހ,none,ހީނގަތުން,,,,31921,ކުއްލިއަކަށް ގަދައަށް ހުނުން.,
1981,ހ,none,ހީނސަމާސާކުރުން,,,,31941,އުފާކޮށް ސަމާސާކުރުން.,
1981,ހ,none,ހީނސަމާސާކުރުން,,,,31942,ހިލޭ ފިރިހެނަކާއި އަންހެނަކާ ދެ މީހުން އެދުންވެރިކަމުގައި ހީނހީނފައި ސަމާސާކުރުން.,
1982,ހ,none,ހީނަރު,,,,31958,އަނަރޫފަ.,
1982,ހ,none,ހީނަރު,,,,31960,ގަސްގަހާގެހި ޅަ އިރު ހެދުން ދެރަވެގެން ވާ އަނަރޫފަ.,
1982,ހ,none,ހީނަރު,,,,31961,ކަންކަން ދާންވާ ގޮތަށް ކުރިއަށް ނުގޮސް ހުއްޓުން އަރާ އެރުން.,
1983,ހ,none,ހީނަރުވުން,,,,31988,އަނަރޫފަވުން.,
1983,ހ,none,ހީނަރުވުން,,,,31989,ގަސްގަހާގެހި ހެދުން ދެރަވެގެން އަނަރޫފަވުން.,
1983,ހ,none,ހީނަރުވުން,,,,31990,ކަންކަން ދާންވާގޮތަށް ކުރިއަށް ނުގޮސް ހުއްޓުން އެރުން.,
1984,ހ,none,ހީނާ,,,,32016,މީރުވަސްދުވާ މައު އަންނަ ފަތްކުދި ގަހެއް. ހުދުހަމާއި ނިޔަފައްޗާއި ނުރަ ރަތްކުރާން މި ގަހުގެ ފަތްބޭނުން ކުރެއެވެ. މި ގަހުގެ ފަތާއި، މަލާއި އޮށް ބޭހަށް ބޭނުން ކުރެއެވެ. މީގެ ފަތްބޮޑު ވައްތަރެއް ވެސް ހުރެއެވެ. މި ވައްތަރަށް ކިޔަނީ ސުވޭހު ހީނާއެވެ.,
1984,ހ,none,ހީނާ,,,,32017,ލޯބި.,
1985,ހ,none,ހީނާހަތެ,,,,32034,ހީނާފަތް.,
1986,ހ,none,ހީނާމާ,,,,32056,ހީނާ ގަހުގެ މާ.,
1987,ހ,henna leaves,ހީނާފަތް,,,,32071,ހީނާ ގަހުގެ ފަތް.,henna leaves
1988,ހ,none,ހީނާފަތްއުނގުޅުން,,,,32087,ހިމުންކޮށްފައި ހުންނަ ހީނާފަތް އަތްފައިގައި ހޭކުން.,
1989,ހ,none,ހީނާފަތްއެޅުން,,,,32102,ހިމުންކޮށްފައި ހުންނަ ހީނާފަތް އަތްފައިގައި އަޅައި ބަނުން މި ކަން ކޮށްއުޅެނީ ބޭހަށް ނުވަތަ ޒީނަތަށް ޓަކައެވެ.,
1989,ހ,none,ހީނާފަތްއެޅުން,,,,32103,މި ފަތް މުގުރައިގެން ތުނބުޅި މަތިމަހުގައި އުނގުޅުން.,
1990,ހ,none,ހީރަސް,,,,32120,ފޮތުގެ ގަނޑުތައް ހިފެހެއްޓުމަށް ބަނދެފައި ހުންނަ ބަނުން.,
1991,ހ,staples,ހީރަސްނަރު,,,,32193,ހީރަސްޖަހާ ދައްޗަށް ލައްވާ ނަރު.,staples
1992,ހ,stapler,ހީރަސްދަތި,,,,32207,އެއްޗެހީގައި ހީރަސްޖެހުމަށް ބޭނުންކުރާ އާލަތެއް.,stapler
1993,ހ,none,ހީރަސްޖެހުން,,,,32261,ފޮތުގެ ގަނޑުތައް ނުވަތަ ގަނޑުތަކެއް އެއްކޮށް ހިފަހައްޓާން ބުރިކަށި ފަރާތުން ފެހުން ނުވަތަ ބަނުން ނުވަތަ ނަރުޖެހުން.,
1994,ހ,white diamond,ހީރާ,,,,32278,އަލިމަސް. މިއީ ހުދުބިއްލޫރި ކުލައިގެ ޖަވާހިރެކެވެ.,white diamond
1995,ހ,none,ހީރާންތި,,,,32299,ހީރާސި.,
1996,ހ,none,ހީރާންސި,,,,32321,ފައްތުފިލާގެ ދަށުން، ބޮޑުފަށްގަނޑުގެ ފަހަތުކޮޅުގައި ހުރަހަށް ކަނޑައި ފައްތާފިލާ. މިއީ ބޮޑުފަށްގަނޑު ފޭވިޔަ ނުދޭން ހަރުކުރާ ފިލައެވެ.,
1997,ހ,none,ހީރާފޯސް,,,,32340,ފެހިސައްބު.,
1998,ހ,none,ހީރާސި,,,,32358,އޮޑިފަހަރުގެ ކުނބުކަތްޕާ ހަމައިގައި ފިލާގަނޑުމަތީ ހުރަހަށް ޖަހައިފައި ހުންނަ ފިލާ.,
1999,ހ,none,ހީރި,,,,32362,ރޭގަނޑަށް ގޮވާ ކުޑަކުޑަ ފަންޏެއް. މިއީ މައްޔިތެއްގެ ފުރާނަކަމަށް ބައެއް މީހުން ހީކޮށް އުޅުނެވެ.,
1999,ހ,none,ހީރި,,,,32366,ފާތިހާ ފަނި.,
2000,ހ,none,ހީރިހުން,,,,32395,ނުފިލާ ހުންނަ މަޑު ހުން.,
2001,ހ,none,ހީރިކަން,,,,32423,ބަލިކަށިކަން.,
2002,ހ,none,ހީރިވުން,,,,32439,ގަސްރުކާއި މީހުން ކަމީނާވެ ކުޑަވުން.,
2003,ހ,none,ހީރުވަހައިގޮވުން,,,,32633,ކުއްލިއަކަށް ބިރުގަނެގެން ސިއްސައިގެންގޮސް ވަރަށް ބާރަށް ތޫލިކޮށް ބޭއިޚްތިޔާރު ގައި ހަޅޭއްލެވުން.,
2004,ހ,hero,ހީރޯ,,,,32652,ބަތަލު.,hero
2005,ހ,goosebumps,ހީބިހި,,,,32670,ބިރުގަތީމާ ނުވަތަ ހީކަރުވައިގަތީމާ ބިހިތަކެއް ހެން އިސްތަށިބުޑުތައް އުފުލޭ އުފުލުން. ހީލިކެރުވީމާ ވެސް މިހެންވެއެވެ.,goosebumps
2006,ހ,none,ހީބިހިނެގުން,,,,32686,ހީކަރުވައިގަތީމާ ނުވަތަ ބިރުގަތީމާ ބިހިތަކެއްހެން އިސްތަށިބުޑުތައް އުފުލުން.,
2007,ހ,none,ހީކިރިލި,,,,32701,މަސްއައިނުގެ ތެރެއަށް އެނބުރެމުން ތިރިވާ ކިރުދޫނި ކަހަލަ ކުޑަ ދޫންޏެއް.,
2007,ހ,none,ހީކިރިލި,,,,32702,ފީކިރިލި.,
2008,ހ,none,ހީކުރުން,,,,32723,ކަށަވަރުކަމެއް ނެތި ވަކިގޮތަކަށް ލަފާކުރުން.,
2008,ހ,none,ހީކުރުން,,,,32724,ބަލިގޮތަކަށް ކަމަކަށް ގަސްދުކުރުން.,
2009,ހ,none,ހީކެރުން,,,,32744,ހީކެރުވުން.,
2009,ހ,none,ހީކެރުން,,,,32745,ހީކުރުން.,
2010,ހ,none,ހީކެރުވުން,,,,32791,ފިނީގެ އަސަރުން ހަށިގަނޑަށް އުނދަގޫވުން.,
2011,ހ,none,ހީކެޅައުން,,,,32803,ހީކުރުން.,
2012,ހ,none,ހީކެޑުން,,,,32827,ހީކުރުން.,
2013,ހ,none,ހީއެރުން,,,,32550,ހީލިއެރުން.,
2014,ހ,none,ހީއެޅުން,,,,32873,ހީވުން.,
2015,ހ,none,ހީވަނީ ރެވިތެޔޮ ވަށައިގެން އުޅޭހެން,,,,32896,މާ އަވަސް އަރައިގަނެގެން އެއް ތަނެއްގައި ހިމޭނުން ނީނދެވިގެން ނުވަތަ ނުހުރެވިގެން އުޅެން ފެށީމާ ބުނާ ބަހެއް.,
2016,ހ,none,ހީވަނީ ބަނޑުފުރި އަރައިދާނެ ހެން,,,,32920,ދުވާ ވަހެއްގެ މީރުކަން ދޭހަކޮށް ދިނުމަށް ބުނެއުޅޭ ބަހެއް.,
2017,ހ,none,ހީވަނީ ކަފުލޯ ދުންމާރިއެއްގެ އަޑުހެން,,,,32930,އަޑުގެ ހިމަކަމާއި ރީތިކަމާއި ތޫނުކަން ދައްކައިދޭން ބޭނުންކުރާ ބަހެއް.,
2018,ހ,none,ހީވާހީވުން,,,,32941,ހިތަށް ފެންނަފެނުން.,
2019,ހ,none,ހީވާގި,,,,32952,މުރާލި.,
2019,ހ,none,ހީވާގި,,,,32953,ކަންނެތްކަމުގެ އިދިކޮޅު.,
2020,ހ,none,ހީވާގިކަން,,,,32964,މުރާލިކަން.,
2021,ހ,none,ހީވާގިވުން,,,,32462,މުރާލިވުން.,
2022,ހ,none,ހީވާގޮތް,,,,32482,ހީ.,
2022,ހ,none,ހީވާގޮތް,,,,32483,ލަފާކުރެވޭ ގޮތް.,
2022,ހ,none,ހީވާގޮތް,,,,32484,ހިތަށް ފެންނަ ގޮތް.,
2023,ހ,none,ހީވި,,,,32499,ހީރި.,
2023,ހ,none,ހީވި,,,,32500,ހީވުން މިމަސްދަރުގެ ނިމިނިމުންކަން.,
2024,ހ,none,ހީވީމެޔަށް ފެންއެއްޗެއް އަޅައިލިހެންނެވެ.,,,,32518,މާބޮޑަށް ސިހޭގޮތްވުމުން ނުވަތަ ބިރުގަތުމުން ބުނެ އުޅޭ ބަހެއް.,
2025,ހ,none,ހީވުން,,,,32535,ކަށަވަރުކަމެއްނެތި އެއްޗެއް ހިތަށްއެރުން.,
2026,,,,,,,32553,ހީލިކެރުވުން.,
2027,ހ,none,ހީފިލުން,,,,32977,ހަށިގަނޑަށް ލިބުނު ފިނިކަން ފިލައި ހަމަޖެހުން.,
2027,ހ,none,ހީފިލުން,,,,32978,ފިނިކަމުން ހަށިގަނޑަށް ލިބުނު އުނދަގޫކަން ކެނޑުން.,
2028,ހ,none,ހީފިލުވުން,,,,32982,ފިނިކަމުން ހަށިގަނޑަށް ލިބިފައިވާ އުނދަގޫ ނެއްތައިލުން.,
2029,ހ,none,ހީފުއްޕައިގަތުން,,,,32998,ހީފުއްޕުން.,
2030,ހ,none,ހީފުއްޕުން,,,,33000,ހީކަރުވައިގަނެގެން ގައިން ހީބިހިނަގައި ލޯލިތައް ކޮޅަށްޖެހުން.,
2031,ހ,none,ހީފަލިކެއުން,,,,33054,ހީލިކެރުވުން.,
2032,ހ,none,ހީދަނާ,,,,33067,ހަރުދަނާ.,
2032,ހ,none,ހީދަނާ,,,,33068,ހީވާގި.,
2033,ހ,none,ހީދަނާވުން,,,,33082,ހަރުދަނާވުން.,
2033,ހ,none,ހީދަނާވުން,,,,33083,ހީވާގިވުން.,
2034,ހ,none,ހީލަނި,,,,32772,ހުއިވަނި.,
2035,ހ,none,ހީލަތް,,,,33109,މަކަރު.,
2035,ހ,none,ހީލަތް,,,,33110,ކެހި.,
2035,ހ,none,ހީލަތް,,,,33111,ހިންތާ.,
2035,ހ,none,ހީލަތް,,,,33113,އިޔަހޫދި.,
2036,ހ,none,ހީލަތްތެރި,,,,33146,މަކަރުވެރި.,
2037,ހ,none,ހީލަތްތެރިކަން,,,,33167,މަކަރުވެރިވުން.,
2038,ހ,none,ހީލަތްތެރިވުން,,,,33192,މަކަރުވެރިވުން.,
2039,ހ,none,ހީލި,,,,33228,ގިލިގިލި ކޮއްޓީމާ ހަށިގަނޑަށް އެވާގޮތް.,
2039,ހ,none,ހީލި,,,,33231,އުޅަނބޮށީގެ ހީލިކަށިގަނޑު ތަނަކު ޖެހުނީމާ ވާގޮތް.,
2039,ހ,none,ހީލި,,,,33234,ނުރައްކައު އުސްތަންތާގައި މީހުން ހިނގާތަން ފެނުނީމާ ބައެއް މީހުންގެ ދަށްފަޔަށް އެވާގޮތް.,
2039,ހ,none,ހީލި,,,,33242,ހަރު ދެއެތިގަނޑު ކޭރުވީމާ އިވޭ ބާވަތެއްގެ އަޑަކުން ބައެއް މީހުންގެ ދަތަށް އެވާގޮތް.,
2039,ހ,none,ހީލި,,,,33247,ޖިންސީ އެދުންވެރިކަން އައުމުން އަންހެނުންގެ ކުރިމަތި ފަރާތަށް އެވާ އިހްސާސް.,
